Organism (genomeID),Organism,TaxID,SEED_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,Unnamed: 12,Prediction Mean,Prediction STD,Phenotype,Binary Prediction Mean
Acinetobacter ursingii BEED03 (108980.40),Acinetobacter ursingii BEED03 ,108980,108980.4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter, Acinetobacter ursingii, Acinetobacter ursingii BEED03,,,,,
Acinetobacter ursingii strain M3 (108980.39),Acinetobacter ursingii strain M3 ,108980,108980.39,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter, Acinetobacter ursingii,,,0.9332275390625,0.0458287460748081,Human Pathogenic,1.0
Acinetobacter ursingii strain UBA1533 (108980.15),Acinetobacter ursingii strain UBA1533 ,108980,108980.15,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter, Acinetobacter ursingii,,,0.965576171875,0.0333133438890934,Human Pathogenic,1.0
Actinobacillus pleuropneumoniae L20 (416269.6),Actinobacillus pleuropneumoniae L20 ,416269,416269.6,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus, Actinobacillus pleuropneumoniae, Actinobacillus pleuropneumoniae serovar 5b str. L20,,0.96630859375,0.0253788847556954,Human Pathogenic,1.0
Actinobacillus pleuropneumoniae S8 (1224142.3),Actinobacillus pleuropneumoniae S8 ,1224142,1224142.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus, Actinobacillus pleuropneumoniae, Actinobacillus pleuropneumoniae S8,,0.9901123046875,0.0044534756706432,Human Pathogenic,1.0
Actinobacillus pleuropneumoniae serovar 1 str. 4074 (228399.5),Actinobacillus pleuropneumoniae serovar 1 str. 4074 ,228399,228399.5,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus, Actinobacillus pleuropneumoniae, Actinobacillus pleuropneumoniae serovar 1 str. 4074,,0.986083984375,0.0053766395374866,Human Pathogenic,1.0
Actinobacillus pleuropneumoniae serovar 3 str. JL03 (434271.4),Actinobacillus pleuropneumoniae serovar 3 str. JL03 ,434271,434271.4,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus, Actinobacillus pleuropneumoniae, Actinobacillus pleuropneumoniae serovar 3 str. JL03,,0.967529296875,0.0232882516048603,Human Pathogenic,1.0
Actinobacillus pleuropneumoniae serovar 6 str. Femo (754256.7),Actinobacillus pleuropneumoniae serovar 6 str. Femo ,754256,754256.7,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus, Actinobacillus pleuropneumoniae, Actinobacillus pleuropneumoniae serovar 6 str. Femo,,0.9906005859375,0.0017731737117106,Human Pathogenic,1.0
Actinomyces georgiae DSM 6843 (1120942.4),Actinomyces georgiae DSM 6843 ,1120942,1120942.4,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces, Actinomyces georgiae, Actinomyces georgiae DSM 6843,,0.509033203125,0.2597804244565334,Human Pathogenic,1.0
Actinomyces graevenitzii C83 (435830.3),Actinomyces graevenitzii C83 ,435830,435830.3,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces, Actinomyces graevenitzii, Actinomyces graevenitzii C83,,0.6243896484375,0.2112733145832891,Human Pathogenic,1.0
Actinomyces naeslundii BEED02 (1655.82),Actinomyces naeslundii BEED02 ,1655,1655.82,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces, Actinomyces naeslundii, Actinomyces naeslundii BEED02,,,,,
Actinomyces naeslundii str. Howell 279 (1115803.3),Actinomyces naeslundii str. Howell 279 ,1115803,1115803.3,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces, Actinomyces naeslundii, Actinomyces naeslundii str. Howell 279,,0.8974609375,0.0876100937467033,Human Pathogenic,1.0
Actinomyces naeslundii strain ATCC 27039 (1655.52),Actinomyces naeslundii strain ATCC 27039 ,1655,1655.52,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces, Actinomyces naeslundii,,,0.920166015625,0.0771997980984829,Human Pathogenic,1.0
Actinomyces naeslundii strain MB-1 (1655.46),Actinomyces naeslundii strain MB-1 ,1655,1655.46,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces, Actinomyces naeslundii,,,0.946044921875,0.0396268137327197,Human Pathogenic,1.0
Actinomyces naeslundii strain NCTC 10301 (1655.49),Actinomyces naeslundii strain NCTC 10301 ,1655,1655.49,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces, Actinomyces naeslundii,,,0.909423828125,0.0819421920538652,Human Pathogenic,1.0
Actinomyces odontolyticus ATCC 17982 (411466.7),Actinomyces odontolyticus ATCC 17982 ,411466,411466.7,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces, Actinomyces odontolyticus, Actinomyces odontolyticus ATCC 17982,,0.53076171875,0.2119582872785015,Human Pathogenic,1.0
Actinomyces odontolyticus F0309 (649742.3),Actinomyces odontolyticus F0309 ,649742,649742.3,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces, Actinomyces odontolyticus, Actinomyces odontolyticus F0309,,0.64727783203125,0.2019246193784097,Human Pathogenic,1.0
Actinomyces odontolyticus LFYP35 (1660.10),Actinomyces odontolyticus LFYP35 ,1660,1660.1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces, Actinomyces odontolyticus, Actinomyces odontolyticus LFYP35,,0.8385009765625,0.1077605716758905,Human Pathogenic,1.0
Actinomyces odontolyticus strain XH001 (1660.4),Actinomyces odontolyticus strain XH001 ,1660,1660.4,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces, Actinomyces odontolyticus,,,0.635986328125,0.1945390263117694,Human Pathogenic,1.0
Actinomyces oris strain T14V (544580.10),Actinomyces oris strain T14V ,544580,544580.1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces, Actinomyces oris,,,0.9739990234375,0.0107830311506363,Human Pathogenic,1.0
Actinomyces sp. BEED04 (1654.11),Actinomyces sp. BEED04 ,1654,1654.11,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,-, Actinomyces sp. BEED04,,,,,
Actinomyces sp. HPA0247 (1203556.3),Actinomyces sp. HPA0247 ,1203556,1203556.3,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,-, Actinomyces sp. HPA0247,,0.6270751953125,0.2122205284941771,Human Pathogenic,1.0
Actinomyces sp. ph3 (1118058.3),Actinomyces sp. ph3,1118058,1118058.3,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,-,,Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces; Actinomyces sp. ph3,0.8638916015625,0.0974303876129634,Human Pathogenic,1.0
Actinomyces turicensis ACS-279-V-Col4 (883077.3),Actinomyces turicensis ACS-279-V-Col4 ,883077,883077.3,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces, Actinomyces turicensis, Actinomyces turicensis ACS-279-V-Col4,,0.49163818359375,0.2287575753187523,Human Non Pathogenic,0.0
Actinomyces urogenitalis DSM 15434 (525246.3),Actinomyces urogenitalis DSM 15434 ,525246,525246.3,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces, Actinomyces urogenitalis, Actinomyces urogenitalis DSM 15434,,0.557098388671875,0.2417030160779027,Human Pathogenic,1.0
Actinomyces urogenitalis S6-C4 (1284679.3),Actinomyces urogenitalis S6-C4 ,1284679,1284679.3,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces, Actinomyces urogenitalis, Actinomyces urogenitalis S6-C4,,0.63922119140625,0.1944216725992867,Human Pathogenic,1.0
Actinomyces viscosus C505 (562973.4),Actinomyces viscosus C505 ,562973,562973.4,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces, Actinomyces viscosus, Actinomyces viscosus C505,,0.90185546875,0.0670485012379062,Human Pathogenic,1.0
Acutalibacter muris strain KB18 (1796620.3),Acutalibacter muris strain KB18,1796620,1796620.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acutalibacter,Acutalibacter muris,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Acutalibacter; Acutalibacter muris,0.2464599609375,0.0796922364416765,Human Non Pathogenic,0.0
Adlercreutzia equolifaciens DSM 19450 (1384484.3),Adlercreutzia equolifaciens DSM 19450 ,1384484,1384484.3,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia, Adlercreutzia equolifaciens, Adlercreutzia equolifaciens DSM 19450,,0.0827255249023437,0.0356956492614452,Human Non Pathogenic,0.0
Aerococcus viridans ATCC 11563 (655812.3),Aerococcus viridans ATCC 11563 ,655812,655812.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus, Aerococcus viridans, Aerococcus viridans ATCC 11563 = CCUG 4311,,0.05877685546875,0.02749757414652,Human Non Pathogenic,0.0
Aerococcus viridans LL1 (1175629.3),Aerococcus viridans LL1 ,1175629,1175629.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus, Aerococcus viridans, Aerococcus viridans LL1,,0.0777816772460937,0.0288977405469079,Human Non Pathogenic,0.0
Aeromicrobium massiliense JC14 (1033730.6),Aeromicrobium massiliense JC14 ,1033730,1033730.6,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium, Aeromicrobium massiliense, Aeromicrobium massiliense JC14,,0.11749267578125,0.0676510489052616,Human Non Pathogenic,0.0
Aeromonas caviae Ae398 (878320.4),Aeromonas caviae Ae398 ,878320,878320.4,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas caviae, Aeromonas caviae Ae398,,0.927001953125,0.0406866046672233,Human Pathogenic,1.0
Aeromonas caviae strain FDAARGOS_72 (648.77),Aeromonas caviae strain FDAARGOS_72 ,648,648.77,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas caviae,,,0.95751953125,0.0225853171327699,Human Pathogenic,1.0
Aeromonas caviae strain FDAARGOS_75 (648.76),Aeromonas caviae strain FDAARGOS_75 ,648,648.76,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas caviae,,,0.9364013671875,0.0426839580602381,Human Pathogenic,1.0
Aeromonas hydrophila ML09-119 (1288394.3),Aeromonas hydrophila ML09-119 ,1288394,1288394.3,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas hydrophila, Aeromonas hydrophila ML09-119,,0.9630126953125,0.0188585793264912,Human Pathogenic,1.0
Aeromonas hydrophila strain AH10 (644.37),Aeromonas hydrophila strain AH10 ,644,644.37,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas hydrophila,,,0.9571533203125,0.0134582173526518,Human Pathogenic,1.0
Aeromonas hydrophila strain RB-AH (644.34),Aeromonas hydrophila strain RB-AH ,644,644.34,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas hydrophila,,,0.956787109375,0.0080269932728386,Human Pathogenic,1.0
Aeromonas hydrophila subsp. hydrophila ATCC 7966 (380703.7),Aeromonas hydrophila subsp. hydrophila ATCC 7966 ,380703,380703.7,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas hydrophila, Aeromonas hydrophila subsp. hydrophila ATCC 7966,,0.9814453125,0.0054042831106393,Human Pathogenic,1.0
Aeromonas media strain ARB13 (651.4),Aeromonas media strain ARB13 ,651,651.4,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas media,,,0.928466796875,0.037566729620063,Human Pathogenic,1.0
Aeromonas media strain CECT 4232 (651.7),Aeromonas media strain CECT 4232 ,651,651.7,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas media,,,0.9111328125,0.079048044443764,Human Pathogenic,1.0
Aeromonas media WS (1208104.3),Aeromonas media WS ,1208104,1208104.3,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas media, Aeromonas media WS,,0.90087890625,0.0641481524753707,Human Pathogenic,1.0
Aeromonas veronii AMC35 (1073385.3),Aeromonas veronii AMC35 ,1073385,1073385.3,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas veronii, Aeromonas veronii AMC35,,0.899169921875,0.1137331138904626,Human Pathogenic,1.0
Aeromonas veronii B565 (998088.4),Aeromonas veronii B565 ,998088,998088.4,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas veronii, Aeromonas veronii B565,,0.95068359375,0.0382561426154668,Human Pathogenic,1.0
Aeromonas veronii strain AVNIH1 (654.48),Aeromonas veronii strain AVNIH1 ,654,654.48,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas veronii,,,0.9547119140625,0.0302485702271335,Human Pathogenic,1.0
Aeromonas veronii strain CB51 (654.49),Aeromonas veronii strain CB51 ,654,654.49,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas veronii,,,0.949462890625,0.043762504970329,Human Pathogenic,1.0
Aeromonas veronii strain TH0426 (654.45),Aeromonas veronii strain TH0426 ,654,654.45,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas veronii,,,0.9459228515625,0.027088334771053,Human Pathogenic,1.0
Afipia birgiae 34632 (1197906.5),Afipia birgiae 34632 ,1197906,1197906.5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia, Afipia birgiae, Afipia birgiae 34632,,0.253631591796875,0.1179150053148483,Human Non Pathogenic,0.0
Agathobaculum desmolans ATCC 43058 (1408437.6),Agathobaculum desmolans ATCC 43058 ,1408437,1408437.6,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Agathobaculum, Agathobaculum desmolans, Agathobaculum desmolans ATCC 43058,,0.37255859375,0.0994296977820278,Human Non Pathogenic,0.0
Agathobaculum sp. Marseille-P7918 (2479843.3),Agathobaculum sp. Marseille-P7918,2479843,2479843.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Agathobaculum,-,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Agathobaculum; Agathobaculum sp. Marseille-P7918,0.30426025390625,0.0473495542159843,Human Non Pathogenic,0.0
Aggregatibacter aphrophilus ATCC 33389 (985008.3),Aggregatibacter aphrophilus ATCC 33389 ,985008,985008.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter, Aggregatibacter aphrophilus, Aggregatibacter aphrophilus ATCC 33389,,0.9864501953125,0.0088793042450773,Human Pathogenic,1.0
Aggregatibacter aphrophilus F0387 (679198.3),Aggregatibacter aphrophilus F0387 ,679198,679198.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter, Aggregatibacter aphrophilus, Aggregatibacter aphrophilus F0387,,0.97265625,0.0205803451325269,Human Pathogenic,1.0
Aggregatibacter aphrophilus NJ8700 (634176.4),Aggregatibacter aphrophilus NJ8700 ,634176,634176.4,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter, Aggregatibacter aphrophilus, Aggregatibacter aphrophilus NJ8700,,0.9822998046875,0.0114271114259766,Human Pathogenic,1.0
Aggregatibacter aphrophilus strain W10433 (732.8),Aggregatibacter aphrophilus strain W10433 ,732,732.8,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter, Aggregatibacter aphrophilus,,,0.986083984375,0.0111479004461239,Human Pathogenic,1.0
Aggregatibacter sp. BEED05 (416916.59),Aggregatibacter sp. BEED05 ,416916,416916.59,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,-, Aggregatibacter sp. BEED05,,,,,
Agrobacterium tumefaciens F2 (1050720.3),Agrobacterium tumefaciens F2 ,1050720,1050720.3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium, Agrobacterium tumefaciens, Agrobacterium tumefaciens F2,,0.55755615234375,0.1760238986011608,Human Pathogenic,1.0
Agrobacterium tumefaciens str. C58 (176299.3),Agrobacterium tumefaciens str. C58 ,176299,176299.3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium, Agrobacterium fabrum, Agrobacterium fabrum str. C58,,0.4002227783203125,0.2467448740227628,Human Non Pathogenic,0.0
Akkermansia muciniphila ATCC BAA-835 (349741.6),Akkermansia muciniphila ATCC BAA-835 ,349741,349741.6,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia, Akkermansia muciniphila, Akkermansia muciniphila ATCC BAA-835,,0.316375732421875,0.0786716587987995,Human Non Pathogenic,0.0
Akkermansia muciniphila LFYP55 (6666666.201644),Akkermansia muciniphila LFYP55 ,239935,6666666.201644,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia, Akkermansia muciniphila, Akkermansia muciniphila LFYP55,,0.44091796875,0.1129583822006594,Human Non Pathogenic,0.0
Akkermansia muciniphila strain Urmite (239935.4),Akkermansia muciniphila strain Urmite ,239935,239935.4,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia, Akkermansia muciniphila,,,0.283233642578125,0.0888989727062149,Human Non Pathogenic,0.0
Akkermansia muciniphila YL44 (239935.19),Akkermansia muciniphila YL44 ,239935,239935.19,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia, Akkermansia muciniphila,,,0.290435791015625,0.0916921698204044,Human Non Pathogenic,0.0
Akkermansia sp. KLE1797 (1574264.3),Akkermansia sp. KLE1797 ,1574264,1574264.3,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,-, Akkermansia sp. KLE1797,,0.4398193359375,0.1173554171109512,Human Non Pathogenic,0.0
Akkermansia sp. KLE1798 (1574265.3),Akkermansia sp. KLE1798 ,1574265,1574265.3,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,-, Akkermansia sp. KLE1798,,0.442626953125,0.1120050829091626,Human Non Pathogenic,0.0
Alcaligenes faecalis strain NBIB-017 (511.9),Alcaligenes faecalis strain NBIB-017 ,511,511.9,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes, Alcaligenes faecalis,,,0.875,0.1089824717365732,Human Pathogenic,1.0
Alcaligenes faecalis strain ZD02 (511.8),Alcaligenes faecalis strain ZD02 ,511,511.8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes, Alcaligenes faecalis,,,0.830078125,0.1389488355754587,Human Pathogenic,1.0
Alistipes finegoldii DSM 17242 (679935.3),Alistipes finegoldii DSM 17242 ,679935,679935.3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes, Alistipes finegoldii, Alistipes finegoldii DSM 17242,,0.23028564453125,0.1213315812433506,Human Non Pathogenic,0.0
Alistipes indistinctus YIT 12060 (742725.3),Alistipes indistinctus YIT 12060 ,742725,742725.3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes, Alistipes indistinctus, Alistipes indistinctus YIT 12060,,0.176605224609375,0.0968215893205902,Human Non Pathogenic,0.0
Alistipes onderdonkii DSM 19147 (1120974.3),Alistipes onderdonkii DSM 19147 ,1120974,1120974.3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes, Alistipes onderdonkii, Alistipes onderdonkii DSM 19147,,0.221832275390625,0.0473334916807126,Human Non Pathogenic,0.0
Alistipes putredinis DSM 17216 (445970.5),Alistipes putredinis DSM 17216 ,445970,445970.5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes, Alistipes putredinis, Alistipes putredinis DSM 17216,,0.2987823486328125,0.2246760865323206,Human Non Pathogenic,0.0
Alistipes shahii WAL 8301 (717959.3),Alistipes shahii WAL 8301 ,717959,717959.3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes, Alistipes shahii, Alistipes shahii WAL 8301,,0.2120819091796875,0.1245921707160269,Human Non Pathogenic,0.0
Alistipes sp. AL-1 (1499682.4),Alistipes sp. AL-1 ,1499682,1499682.4,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,-, Alistipes sp. AL-1,,0.231292724609375,0.0494625362673509,Human Non Pathogenic,0.0
Alistipes sp. AP11 (1211813.3),Alistipes sp. AP11 ,1211813,1211813.3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes, Alistipes ihumii, Alistipes ihumii AP11,,0.1083526611328125,0.0344881410644513,Human Non Pathogenic,0.0
